2023-12-11 13:26:02,940 INFO    StreamThr :85093 [internal.py:wandb_internal():86] W&B internal server running at pid: 85093, started at: 2023-12-11 13:26:02.940368
2023-12-11 13:26:02,941 DEBUG   HandlerThread:85093 [handler.py:handle_request():146] handle_request: status
2023-12-11 13:26:02,943 INFO    WriterThread:85093 [datastore.py:open_for_write():85] open: /Users/ryanmarr/Documents/CognArch/GflowsForSimulation/wandb/run-20231211_132602-1k7j6dsw/run-1k7j6dsw.wandb
2023-12-11 13:26:02,944 DEBUG   SenderThread:85093 [sender.py:send():382] send: header
2023-12-11 13:26:02,956 DEBUG   SenderThread:85093 [sender.py:send():382] send: run
2023-12-11 13:26:03,316 INFO    SenderThread:85093 [dir_watcher.py:__init__():211] watching files in: /Users/ryanmarr/Documents/CognArch/GflowsForSimulation/wandb/run-20231211_132602-1k7j6dsw/files
2023-12-11 13:26:03,316 INFO    SenderThread:85093 [sender.py:_start_run_threads():1136] run started: 1k7j6dsw with start time 1702329962.94031
2023-12-11 13:26:03,324 DEBUG   HandlerThread:85093 [handler.py:handle_request():146] handle_request: check_version
2023-12-11 13:26:03,324 DEBUG   SenderThread:85093 [sender.py:send_request():409] send_request: check_version
2023-12-11 13:26:03,435 DEBUG   HandlerThread:85093 [handler.py:handle_request():146] handle_request: run_start
2023-12-11 13:26:03,440 DEBUG   HandlerThread:85093 [system_info.py:__init__():32] System info init
2023-12-11 13:26:03,440 DEBUG   HandlerThread:85093 [system_info.py:__init__():47] System info init done
2023-12-11 13:26:03,440 INFO    HandlerThread:85093 [system_monitor.py:start():194] Starting system monitor
2023-12-11 13:26:03,440 INFO    SystemMonitor:85093 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-11 13:26:03,441 INFO    HandlerThread:85093 [system_monitor.py:probe():214] Collecting system info
2023-12-11 13:26:03,441 DEBUG   HandlerThread:85093 [system_info.py:probe():196] Probing system
2023-12-11 13:26:03,441 INFO    SystemMonitor:85093 [interfaces.py:start():190] Started cpu monitoring
2023-12-11 13:26:03,441 INFO    SystemMonitor:85093 [interfaces.py:start():190] Started disk monitoring
2023-12-11 13:26:03,442 INFO    SystemMonitor:85093 [interfaces.py:start():190] Started gpuapple monitoring
2023-12-11 13:26:03,444 INFO    SystemMonitor:85093 [interfaces.py:start():190] Started memory monitoring
2023-12-11 13:26:03,445 INFO    SystemMonitor:85093 [interfaces.py:start():190] Started network monitoring
